battery_power,blue,clock_speed,dual_sim,fc,four_g,int_memory,m_dep,mobile_wt,n_cores,pc,px_height,px_width,ram,sc_h,sc_w,talk_time,three_g,touch_screen,wifi,price_range
1576,yes,0.9,yes,0,yes,14,0.4,173,two,4,1213,1386,3220,17,2,6,yes,yes,no,3
1398,no,1.6,yes,8,yes,26,0.8,150,one,12,755,1284,3488,14,3,11,yes,yes,no,3
1885,no,2.4,yes,12,yes,14,0.6,92,four,15,1406,1517,1277,9,6,16,yes,no,yes,1
798,yes,0.5,yes,7,no,2,0.8,148,two,15,497,627,3593,14,9,3,no,yes,no,2
1436,no,2.5,yes,0,yes,42,0.9,124,,1,1826,1836,2736,12,5,19,yes,yes,no,3
1998,yes,1.2,no,8,no,31,0.6,196,,19,50,1356,2311,17,9,18,yes,yes,no,2
1321,yes,1.3,no,0,yes,63,0.4,109,,9,817,941,1464,7,6,16,yes,yes,yes,1
1021,no,1.3,no,7,no,9,0.7,192,two,12,901,1793,1355,6,1,14,yes,yes,no,1
1339,yes,2.3,yes,0,no,40,0.1,123,two,1,212,1269,2382,6,4,7,yes,no,yes,2
1210,yes,1.6,yes,9,no,57,0.5,111,four,20,329,1039,1886,16,0,17,yes,no,yes,1
1949,yes,0.5,yes,2,yes,31,0.1,145,five,9,837,1182,832,7,3,19,yes,no,no,1
882,no,0.7,yes,9,yes,28,0.2,151,six,16,248,884,751,19,11,8,yes,no,yes,0
1549,yes,1.5,yes,0,yes,27,0.4,113,five,7,632,1162,436,10,8,11,yes,no,no,0
1991,no,2.2,yes,1,yes,42,0.7,82,one,13,366,613,722,6,5,10,yes,yes,no,0
796,no,0.5,no,2,no,12,0.5,114,one,8,174,518,1075,7,3,2,no,yes,no,0
1012,no,0.5,yes,4,no,39,0.1,161,four,6,882,1195,2802,8,0,10,yes,yes,no,2
1318,no,1.9,yes,0,yes,11,0.8,188,two,15,688,1591,1780,12,10,2,yes,no,no,1
1708,no,0.8,no,8,yes,14,0.9,197,four,16,263,1345,1247,19,16,16,yes,no,no,1
598,yes,0.8,yes,8,yes,62,0.1,117,,9,118,764,3066,11,2,19,yes,yes,no,2
541,yes,2.3,no,4,no,51,0.4,200,,17,1012,1226,403,11,2,12,no,no,no,0
818,no,0.5,yes,2,yes,23,0.2,192,five,17,586,1552,2518,19,12,3,yes,yes,no,2
1414,no,0.5,no,0,yes,15,0.8,168,two,0,294,1233,1069,18,6,14,yes,no,no,0
601,yes,1.7,yes,3,,6,0.8,169,four,11,818,1827,2651,14,8,9,yes,no,yes,2
561,yes,2.8,yes,2,yes,40,0.1,99,seven,6,426,865,2974,15,12,19,yes,no,yes,2
1616,yes,2.3,yes,3,no,52,0.1,100,five,8,151,1133,657,7,3,2,yes,yes,no,0
1263,yes,1.4,yes,1,yes,32,0.4,103,two,2,409,644,3372,18,13,10,yes,yes,no,3
1604,yes,1.9,yes,0,yes,63,0.6,93,five,2,641,1156,1464,15,9,20,yes,yes,no,1
539,no,2,yes,1,no,24,0.5,86,four,2,958,967,1326,7,4,3,yes,yes,no,0
1071,no,2.6,no,0,no,49,0.3,199,four,5,1328,1970,3393,6,5,7,yes,no,no,3
826,no,0.5,yes,0,yes,57,0.5,135,two,0,354,530,323,17,3,7,yes,no,yes,0
771,no,2.9,no,2,no,62,0.7,106,one,8,1709,1781,1628,9,3,6,no,yes,no,1
1811,no,2.9,no,0,no,33,0.2,132,,2,1099,1553,2610,8,3,13,yes,yes,no,3
1842,yes,2.2,yes,7,no,56,0.4,179,four,10,783,1227,3721,16,11,4,no,yes,yes,3
1420,no,2.8,yes,1,no,50,0.1,100,,8,194,1393,763,17,1,17,no,yes,yes,0
1763,no,0.5,yes,12,no,10,0.2,184,three,19,238,1893,792,17,12,13,yes,no,yes,0
1163,yes,1.9,no,6,no,2,0.9,133,five,20,919,1076,1568,14,0,19,yes,no,no,1
1805,yes,0.5,no,0,no,29,0.2,182,four,2,758,891,1276,19,4,17,no,yes,no,1
610,yes,1.6,yes,9,no,52,0.4,90,four,19,1039,1273,3472,10,4,12,yes,yes,yes,3
1533,yes,1.1,yes,18,yes,17,0.3,160,four,20,1054,1393,2520,8,2,11,yes,no,yes,2
1924,no,0.5,no,3,yes,63,0.3,111,two,10,122,686,3423,13,3,19,yes,no,no,3
1801,no,0.5,yes,6,no,52,0.9,120,six,10,100,1708,258,14,8,9,yes,no,no,0
1726,yes,1.9,no,1,yes,42,0.6,106,five,3,1221,1804,1868,16,7,6,yes,no,no,2
794,no,2.5,yes,15,no,14,0.6,197,three,19,312,1376,2171,19,8,18,no,no,yes,1
1686,yes,0.5,yes,4,no,28,0.8,182,five,8,599,1073,780,11,10,5,no,no,no,0
1444,yes,2.1,yes,0,no,6,0.9,103,one,1,1274,1340,712,17,5,10,no,no,no,0
1004,no,1.6,yes,0,yes,30,1,160,,1,62,581,1012,7,4,13,yes,yes,yes,0
1242,yes,2.4,no,8,no,28,0.2,166,four,9,315,1796,318,11,10,19,yes,no,no,0
539,no,1.5,no,6,yes,26,0.2,137,six,8,1123,1709,3948,18,11,15,yes,yes,yes,3
717,no,1.1,yes,2,yes,14,0.1,99,,6,1878,1981,629,16,15,20,yes,no,no,0
1540,no,0.7,yes,0,yes,29,0.1,157,seven,1,318,831,1161,11,8,5,yes,no,no,0
672,no,0.5,no,7,yes,35,0.1,99,,17,574,1267,1403,16,7,6,yes,no,no,0
1325,yes,0.5,no,0,yes,13,1,133,four,8,1353,1915,3707,19,3,18,yes,yes,no,3
950,no,0.5,no,6,yes,55,0.1,124,,7,86,1681,1305,6,5,4,yes,no,yes,0
948,no,1.5,yes,6,no,18,0.3,119,four,7,340,1728,2926,17,13,9,yes,yes,yes,2
1328,yes,0.5,no,5,yes,27,0.3,144,three,18,602,1156,2674,7,2,5,yes,no,yes,2
1447,no,0.5,no,3,no,40,0.7,184,two,5,963,1062,471,8,4,20,no,no,yes,0
1973,yes,0.5,yes,3,no,21,0.8,95,,7,127,507,1724,12,10,8,no,no,yes,1
1731,yes,2.3,yes,18,no,60,0.5,171,four,20,142,1039,1220,9,3,20,no,yes,no,1
1617,no,1.5,no,1,yes,63,0.7,111,two,10,274,1079,2754,19,10,8,yes,yes,yes,2
1791,yes,0.5,yes,1,yes,33,0.5,110,five,4,371,682,594,17,8,16,yes,no,yes,0
851,no,2.3,yes,7,yes,54,1,101,two,9,788,1007,1005,12,2,14,yes,no,yes,0
856,no,1.9,yes,0,yes,14,0.6,115,one,7,395,1027,2439,6,3,12,yes,yes,yes,1
714,yes,0.5,no,1,no,30,0.3,145,four,2,643,1527,2302,12,10,10,no,yes,yes,1
951,no,0.5,no,6,yes,15,0.6,81,two,17,854,935,1083,16,11,16,yes,yes,no,0
1303,yes,2.1,no,6,yes,10,0.4,109,,15,1335,1873,2219,9,3,15,yes,yes,yes,2
1550,yes,2.7,no,2,no,32,0.1,126,seven,5,1541,1619,1571,12,3,14,no,no,no,2
1759,yes,1.4,no,10,yes,15,0.4,101,four,13,382,1163,2107,18,5,16,yes,yes,no,2
1448,no,0.5,yes,18,no,2,0.2,100,five,19,846,1144,593,9,4,18,yes,yes,yes,0
1987,yes,1.9,no,0,no,50,0.7,119,,18,960,1925,857,12,4,6,yes,yes,no,1
908,no,2.1,no,1,no,44,0.6,95,five,2,154,941,3518,16,12,7,yes,yes,yes,3
820,no,0.5,yes,2,no,58,0.3,160,four,4,468,694,1284,17,7,17,no,no,yes,0
904,no,2.7,yes,4,no,19,0.6,147,six,7,1094,1496,545,19,18,16,no,no,no,0
667,no,1.3,yes,4,yes,6,0.1,149,six,10,272,870,3566,9,5,12,yes,no,yes,2
1109,no,2.1,no,1,no,34,0.1,173,one,4,165,1103,2821,13,5,17,yes,no,yes,2
1333,no,1.4,no,3,yes,59,0.7,183,seven,5,394,1301,3442,18,16,5,yes,yes,no,3
1352,no,2.4,no,5,yes,6,0.9,92,six,9,629,1299,1309,12,1,14,yes,no,no,1
1600,no,2.5,yes,1,no,19,0.6,88,six,9,831,1713,1179,10,3,18,no,no,yes,1
1454,no,1.4,yes,8,no,37,0.8,80,,20,903,910,1713,16,0,19,no,no,no,1
1489,no,2.1,yes,0,no,9,0.4,169,three,1,923,1759,1663,9,3,14,yes,no,yes,1
1823,no,2.8,yes,11,no,10,0.6,81,,19,362,1250,1812,5,0,19,yes,yes,yes,2
1581,yes,1,no,9,no,41,0.4,172,four,19,693,850,1384,19,9,2,no,yes,yes,1
1672,yes,1.7,yes,1,yes,44,0.5,172,,4,1250,1435,1348,11,6,7,yes,yes,yes,1
1283,yes,0.7,yes,0,yes,27,0.2,80,four,6,1135,1923,3957,17,15,6,yes,no,no,3
630,no,2,no,9,yes,14,0.5,180,,13,66,1448,1212,12,8,12,yes,no,no,0
659,no,2.2,no,0,yes,24,0.7,151,,2,924,1877,3925,8,1,10,yes,yes,yes,3
1811,yes,0.5,yes,0,no,32,1,115,six,0,204,1132,348,17,11,18,yes,no,yes,0
688,yes,2.5,no,9,no,40,0.2,109,five,20,376,1957,1382,12,7,8,no,yes,no,1
514,yes,2.9,yes,5,no,18,0.7,141,two,8,1083,1492,980,13,7,16,no,no,yes,0
1933,no,2.8,yes,1,no,16,0.5,154,three,9,229,1473,838,14,2,18,no,yes,,0
915,no,2,no,8,yes,31,0.3,91,three,20,875,1316,378,11,6,9,yes,yes,no,0
1006,no,2.2,yes,4,yes,22,0.8,135,four,8,35,991,909,18,4,7,yes,no,yes,0
1134,yes,0.9,no,2,yes,13,0.4,92,four,19,18,903,3632,17,8,19,yes,yes,no,3
599,yes,2.9,no,0,yes,64,0.3,186,,1,103,646,3396,5,3,7,yes,no,no,2
973,no,0.5,yes,5,no,53,0.5,196,five,7,105,588,1861,13,10,16,no,yes,no,1
1180,yes,2.5,no,0,yes,27,0.1,90,six,1,168,540,348,7,5,19,yes,yes,yes,0
1237,yes,2.5,no,7,no,13,0.8,98,four,12,18,1004,2528,11,8,16,no,no,no,2
659,no,0.5,yes,7,yes,5,0.3,169,,10,659,730,2190,16,10,16,yes,yes,no,1
1142,yes,1.4,yes,6,no,6,0.7,190,,8,534,855,663,12,4,5,no,yes,yes,0
1002,no,2.7,yes,16,yes,11,0.4,185,six,18,285,512,961,10,7,19,yes,no,yes,0
1392,no,2.5,no,0,yes,44,0.7,113,four,2,482,1098,1280,8,1,16,yes,no,yes,1
602,no,0.9,no,9,no,50,0.9,141,,18,1571,1717,2189,7,5,16,no,yes,no,2
1249,yes,0.5,no,3,yes,55,0.8,140,three,8,605,1193,531,18,10,13,yes,yes,yes,0
531,yes,0.5,yes,0,yes,12,0.5,121,four,3,158,1657,2331,18,12,20,yes,no,yes,1
1450,no,2.1,no,1,no,31,0.6,114,five,4,1573,1639,794,11,5,9,no,yes,yes,1
1342,no,2.8,no,1,no,50,0.1,173,one,8,127,620,2644,7,2,11,no,yes,yes,2
832,yes,0.5,no,5,yes,22,0.6,198,one,8,343,1431,1666,15,4,20,yes,yes,yes,1
867,yes,1.5,no,0,yes,57,0.1,159,four,0,289,724,2157,8,6,18,yes,no,no,1
1404,no,2.1,no,16,no,44,0.9,151,one,20,1703,1880,1196,10,6,5,no,no,yes,1
840,no,0.9,yes,6,no,33,0.7,150,six,7,1482,1591,2072,10,8,19,no,yes,no,2
1368,no,0.5,no,10,yes,42,0.2,91,one,20,907,925,1590,12,0,14,yes,no,no,1
1927,no,0.9,yes,3,no,11,0.4,190,,12,491,1506,2916,16,11,18,no,yes,yes,3
1714,no,0.5,yes,7,no,31,0.4,120,two,10,287,627,3707,5,1,19,no,no,yes,3
1201,yes,0.5,no,1,yes,10,0.4,198,six,5,1151,1723,726,11,4,3,yes,yes,no,0
1796,yes,2.3,no,4,no,44,0.9,184,two,11,1024,1363,3577,17,7,4,yes,yes,no,3
1147,no,0.8,yes,11,no,28,0.7,158,six,13,1085,1134,2627,18,3,15,yes,no,yes,2
776,yes,1.7,no,0,,20,1,146,four,9,991,1803,685,15,11,7,yes,yes,yes,0
510,no,2.6,no,0,no,33,0.1,110,six,10,1052,1897,1693,6,2,5,no,yes,no,1
1045,yes,1.2,yes,3,yes,40,0.1,175,six,7,1078,1564,2137,11,8,12,yes,no,yes,2
1497,yes,0.9,yes,4,yes,10,0.1,153,,20,98,977,3696,9,0,3,yes,no,yes,3
1425,yes,0.6,no,0,yes,33,0.5,89,three,2,396,1648,3771,10,3,9,yes,no,yes,3
726,no,2.2,no,0,yes,40,0.8,94,four,20,323,978,1342,16,11,4,yes,yes,yes,0
1576,yes,2,no,0,yes,20,0.6,148,three,0,410,1551,1379,17,1,16,yes,no,yes,1
714,yes,2.1,yes,5,yes,11,0.1,197,three,6,1750,1857,1164,15,12,19,yes,yes,no,1
1595,no,1.9,yes,1,no,63,0.9,88,one,20,1475,1988,908,18,13,6,no,no,yes,1
541,no,1,no,0,yes,10,0.4,127,four,0,1836,1873,1019,19,9,15,yes,yes,no,1
1617,yes,2.6,no,14,no,29,0.9,113,six,20,283,676,3685,13,1,18,no,no,no,3
1154,no,1.1,yes,2,yes,5,0.2,98,one,13,539,1240,1470,12,0,12,yes,no,no,1
1638,no,1,no,6,no,2,0.2,189,one,11,440,563,2299,19,9,9,yes,yes,yes,2
1150,yes,2.7,no,0,no,39,0.4,151,,1,397,800,999,6,2,11,yes,yes,no,0
1254,yes,2.3,no,0,yes,44,0.2,149,one,10,204,1021,3011,7,4,12,yes,yes,no,2
1806,yes,2,yes,2,yes,54,0.1,117,one,11,347,727,3142,13,0,6,yes,no,yes,3
603,no,1.5,no,8,no,12,0.7,114,six,20,1003,1284,1543,7,5,19,yes,yes,no,1
1834,no,2.1,no,7,yes,40,0.1,99,four,11,0,1987,3692,13,0,16,yes,yes,no,3
520,no,2.3,no,0,yes,31,0.8,145,six,14,264,519,2753,13,7,17,yes,no,yes,1
565,no,0.6,yes,1,no,50,0.1,158,two,8,543,703,2156,13,6,6,yes,yes,yes,1
1689,yes,0.5,no,11,no,9,0.5,150,five,15,467,675,2637,8,4,3,yes,no,no,2
742,yes,2.3,no,0,no,21,0.7,104,,1,875,925,331,11,8,7,yes,no,no,0
1143,no,1.2,yes,1,yes,22,1,125,three,6,1116,1724,1214,12,5,16,yes,yes,no,1
761,yes,0.5,no,9,no,3,0.8,196,seven,15,1325,1945,2248,19,3,15,yes,yes,yes,2
959,yes,1.3,yes,0,no,36,0.4,196,five,14,1313,1331,3073,19,1,8,yes,yes,yes,3
772,yes,1.2,yes,7,yes,8,0.6,134,seven,8,552,1802,422,7,6,15,yes,no,no,0
1015,yes,0.8,no,5,no,12,0.5,102,three,14,335,679,2293,5,1,2,no,yes,no,1
1824,yes,1.9,yes,9,yes,2,0.7,103,one,14,50,1105,3958,12,2,19,yes,yes,no,3
1130,yes,0.5,yes,1,yes,29,0.7,130,one,14,593,1327,432,6,1,10,yes,yes,yes,0
1183,yes,0.5,yes,3,yes,48,0.1,120,,12,268,1010,1152,8,3,3,yes,no,no,0
574,yes,2,yes,0,yes,26,0.5,118,six,2,382,1364,1303,8,4,2,yes,no,yes,0
1472,no,3,no,4,yes,20,0.3,169,two,6,443,892,797,6,1,11,yes,yes,no,0
1868,yes,0.5,no,2,yes,40,0.9,179,,17,576,884,298,8,2,17,yes,yes,no,0
1375,no,2.9,no,2,no,20,0.4,147,six,7,596,679,3847,8,0,12,yes,no,yes,3
881,no,1,no,1,no,64,0.5,160,three,6,115,636,2110,18,9,6,yes,yes,yes,1
1742,yes,0.5,yes,5,yes,43,0.9,176,three,7,356,1407,1921,9,2,3,yes,yes,no,2
1225,no,0.7,yes,6,no,60,0.1,107,two,15,10,1567,2423,17,11,6,yes,no,no,2
1970,yes,0.5,yes,0,yes,15,1,132,two,0,1399,1684,1658,15,9,20,yes,yes,yes,2
1186,yes,0.5,yes,2,no,21,0.4,160,,4,68,584,2361,17,8,7,yes,no,no,1
1762,no,0.7,no,7,no,60,0.1,157,four,10,643,790,1380,14,5,14,yes,no,no,1
1731,yes,1.4,yes,4,yes,4,0.5,163,six,18,809,1988,3892,5,1,4,yes,yes,yes,3
852,no,1.8,yes,5,yes,8,0.8,160,five,9,683,1349,315,7,6,20,yes,no,no,0
848,yes,1.5,yes,4,yes,36,0.3,151,four,16,56,527,2289,10,2,19,yes,yes,yes,1
1575,no,2.5,yes,0,yes,11,0.2,185,seven,20,492,818,2182,7,3,17,yes,yes,no,2
1554,no,2.8,yes,7,no,23,0.1,105,six,18,699,1492,2184,13,9,20,yes,no,yes,2
1972,yes,1.6,no,0,no,48,0.5,92,,2,290,804,2872,7,2,11,yes,no,yes,3
827,yes,0.6,yes,9,yes,35,0.2,87,six,17,23,826,2367,5,3,15,yes,no,yes,1
1063,no,1.5,no,7,no,3,0.9,155,four,10,394,849,1919,12,10,20,yes,yes,no,1
1695,no,2.3,yes,1,no,34,0.4,84,five,10,713,1742,3296,17,6,14,no,no,no,3
1343,no,2.4,yes,5,yes,14,0.9,81,,10,1063,1205,462,18,7,11,yes,yes,yes,0
834,no,0.5,no,2,yes,27,0.2,123,one,16,1421,1463,1591,11,9,20,yes,yes,no,1
595,no,2.6,no,0,yes,20,0.4,122,two,18,623,816,1593,19,11,2,yes,no,yes,0
1081,yes,1.9,yes,13,yes,42,0.1,101,seven,17,83,816,2456,7,4,7,yes,no,no,1
911,no,1.4,yes,3,no,14,0.7,199,four,4,1563,1692,2933,16,3,11,no,yes,no,3
844,no,2.2,yes,1,yes,22,0.9,197,seven,2,777,1995,3154,14,11,7,yes,no,no,3
1335,yes,3,no,3,no,60,0.8,180,two,4,83,559,3615,5,2,9,yes,no,no,3
1883,no,1.6,no,9,no,24,0.1,87,one,16,203,915,3563,17,10,3,no,no,no,3
1128,yes,0.5,yes,6,no,33,0.6,147,,7,938,1226,1440,17,15,19,yes,no,no,1
826,yes,2.4,yes,14,yes,57,0.6,117,two,17,1077,1183,1907,15,14,5,yes,no,no,1
1650,no,2.3,no,0,yes,38,0.7,89,one,1,773,881,324,14,10,2,yes,yes,yes,0
1162,no,1,no,0,no,50,0.5,104,four,10,332,866,1404,10,3,15,yes,yes,yes,1
1517,no,2.5,no,2,yes,8,0.8,169,four,18,570,1645,2738,18,16,12,yes,no,no,2
963,no,0.5,no,1,yes,60,0.8,156,three,3,742,821,2722,12,6,16,yes,no,no,2
1837,no,1,yes,5,yes,12,0.9,103,,6,1420,1539,2294,8,7,20,yes,no,yes,3
1028,yes,2.8,no,1,yes,30,0.1,193,one,10,1801,1923,1424,18,4,13,yes,no,yes,1
1831,yes,2.2,yes,4,no,55,1,189,,9,1693,1790,1133,14,3,10,no,yes,no,1
571,yes,2,yes,5,yes,58,0.6,101,six,11,31,1536,555,19,10,11,yes,no,yes,0
1770,yes,2.3,no,0,no,9,0.6,183,six,5,1098,1373,3785,13,10,14,yes,no,yes,3
970,yes,1.3,yes,5,no,59,0.2,84,seven,19,1765,1786,3675,12,0,12,no,no,no,3
642,yes,0.5,no,0,yes,38,0.8,86,five,10,887,1775,435,9,2,2,yes,yes,no,0
622,yes,1.9,yes,12,no,11,0.8,193,,14,760,1964,3183,5,0,4,yes,yes,yes,2
600,yes,1.8,no,9,yes,6,0.8,199,two,15,486,1032,3495,17,4,7,yes,yes,no,2
1412,no,0.6,no,9,no,57,0.2,86,three,10,2,660,1853,15,10,18,no,no,yes,1
733,no,0.8,no,7,no,16,0.4,138,four,12,202,1787,2648,12,0,19,yes,yes,no,2
1070,yes,3,no,9,no,19,0.8,160,seven,16,90,1614,2647,14,13,20,no,yes,no,2
875,yes,0.7,yes,1,no,30,0.7,146,,8,469,853,702,19,15,15,yes,yes,yes,0
1994,yes,0.7,no,5,no,5,0.4,189,two,7,86,1546,1836,12,11,18,yes,no,no,2
823,no,1,yes,9,yes,18,0.2,182,five,16,1180,1350,3894,13,10,9,yes,yes,no,3
1908,no,0.5,no,9,yes,30,1,111,two,19,140,1046,2944,19,17,17,yes,no,yes,3
790,no,0.5,yes,7,yes,44,0.1,89,,8,1100,1437,3424,13,11,9,yes,yes,no,3
1330,yes,1.8,yes,1,no,40,0.5,177,one,5,194,892,2678,9,4,14,yes,yes,yes,2
1660,no,0.5,no,2,yes,15,0.7,100,,8,440,569,2424,12,5,9,yes,yes,no,2
1776,no,2.2,no,2,no,20,0.9,82,six,16,1563,1803,2671,15,10,12,no,yes,yes,3
1611,no,0.5,yes,4,yes,27,0.9,199,one,10,163,1011,3078,15,2,6,yes,no,yes,2
1410,yes,0.5,yes,0,yes,15,0.3,92,three,1,192,1311,2304,18,4,18,yes,yes,no,2
1772,yes,1.6,no,17,yes,45,0.5,159,two,18,837,1405,1146,6,1,17,yes,yes,no,1
1280,yes,1.3,no,0,yes,39,1,108,seven,1,356,588,2335,6,4,2,yes,no,yes,1
1712,yes,,yes,2,no,23,1,155,seven,19,155,663,1422,5,0,15,yes,yes,no,1
1562,yes,0.7,no,0,no,55,0.1,140,,1,1032,1776,2096,15,3,3,no,no,no,2
891,no,1.9,yes,1,yes,18,0.1,153,six,3,40,1435,1303,17,16,4,yes,yes,yes,0
1957,no,1.2,yes,18,yes,36,0.8,151,two,19,1194,1727,1115,16,2,18,yes,no,yes,1
1110,no,0.6,no,1,no,42,0.9,192,five,2,1179,1262,456,12,8,18,yes,yes,no,0
875,yes,1.4,yes,1,yes,43,0.6,104,,3,902,969,3396,14,2,18,yes,no,no,3
1211,yes,1.2,no,0,no,28,0.3,130,two,3,58,963,2750,6,1,14,no,yes,no,2
769,no,0.5,yes,12,yes,54,0.2,112,four,19,1385,1780,941,15,8,20,yes,no,yes,0
671,no,2.9,no,7,yes,2,0.1,95,six,19,614,1617,2278,13,4,2,yes,no,no,2
1872,no,0.5,no,5,yes,26,0.5,172,four,10,672,1088,2273,8,4,8,yes,no,yes,2
1076,no,2.3,yes,0,yes,14,0.7,191,five,0,1088,1718,2355,17,16,2,yes,yes,yes,2
1325,no,1.9,no,2,no,50,0.1,146,one,10,499,695,2328,17,10,2,yes,no,no,2
911,yes,2.2,yes,1,yes,28,0.5,182,two,2,157,763,2638,8,4,13,yes,yes,yes,1
1273,yes,0.7,no,1,no,23,0.6,178,six,14,485,1399,558,8,5,13,yes,no,no,0
1062,no,0.5,no,3,yes,39,0.9,124,four,4,571,817,1345,16,0,11,yes,no,yes,0
1317,no,1.5,no,6,no,12,0.1,154,two,9,431,542,425,7,0,11,yes,yes,yes,0
940,no,2.9,no,0,no,16,0.7,115,four,1,499,1090,2192,15,13,9,yes,yes,yes,1
729,yes,2,no,0,no,14,0.6,135,six,2,563,1055,3397,19,15,17,yes,no,yes,2
1494,no,2.4,no,6,yes,3,0.9,93,seven,17,944,1003,1208,14,13,17,yes,yes,no,1
1546,yes,1.6,yes,2,yes,27,0.7,124,two,6,1138,1491,267,12,10,16,yes,yes,no,0
1253,no,0.7,no,0,yes,34,0.9,113,four,10,161,647,3518,7,3,8,yes,yes,yes,3
895,no,0.5,yes,6,no,16,0.3,164,,14,126,1575,3122,7,0,4,no,no,yes,2
793,yes,1.9,yes,0,yes,43,0.3,124,,2,15,1196,1050,11,9,3,yes,yes,yes,0
1628,yes,1.8,yes,11,no,56,0.1,136,two,13,500,1713,3358,17,11,12,yes,yes,yes,3
625,no,2.7,yes,2,no,42,0.8,138,,3,203,1771,2929,10,4,17,yes,no,no,2
1110,no,1.5,no,2,yes,12,0.3,153,,5,961,1950,624,9,7,15,yes,no,no,0
999,no,1.7,no,6,no,49,0.6,132,one,17,608,1970,1598,7,0,8,no,yes,no,1
1856,no,0.5,yes,0,yes,24,0.1,155,five,1,277,1155,2052,17,6,10,yes,yes,no,2
1715,no,2.6,yes,9,yes,15,0.6,120,six,20,114,1849,1249,16,2,4,yes,yes,no,1
1897,yes,1.9,no,2,yes,54,0.3,154,two,7,630,738,412,17,11,2,yes,no,no,0
1202,yes,2.4,yes,0,no,19,0.1,122,two,1,404,1742,595,19,0,3,no,no,no,0
1171,yes,1.7,yes,2,no,19,0.3,167,seven,19,248,755,263,6,5,8,no,no,no,0
964,no,2,no,0,yes,22,0.7,86,,0,225,1234,2577,17,16,5,yes,yes,no,2
1973,yes,2.4,yes,6,no,46,0.1,193,four,10,699,851,639,6,0,3,no,no,yes,0
1992,yes,0.6,yes,11,no,2,0.1,141,one,14,649,895,3206,10,9,10,yes,yes,no,3
546,yes,2.6,yes,5,no,26,1,159,five,15,416,1658,1550,7,2,3,no,yes,no,1
1093,no,0.5,no,1,yes,31,0.6,171,two,12,1310,1420,1646,12,0,6,yes,yes,no,1
1880,yes,2,no,11,no,35,0.1,200,four,14,930,1983,1930,17,7,15,no,yes,no,2
1765,no,1.1,no,3,no,11,0.7,87,two,7,835,1175,3695,6,5,18,yes,no,no,3
1640,no,0.5,yes,1,yes,36,0.9,87,,11,664,1806,3235,6,1,10,yes,no,yes,3
1830,no,0.5,no,0,no,7,0.9,191,six,12,460,1583,2334,8,7,14,no,yes,no,2
826,no,0.6,no,3,no,62,0.7,187,four,19,778,1615,1998,17,4,17,no,no,no,1
1864,no,2.2,no,0,yes,7,0.1,142,one,2,225,1545,2258,10,1,10,yes,no,no,2
586,yes,0.6,no,16,yes,42,0.3,121,seven,17,785,1118,1869,12,2,7,yes,yes,yes,1
1206,no,3,yes,10,yes,30,0.6,127,three,13,1581,1713,1825,7,1,4,yes,no,yes,2
832,yes,0.5,yes,1,yes,5,0.1,165,five,2,9,1944,3946,12,5,14,yes,yes,yes,3
848,yes,2.8,no,1,no,8,0.1,103,seven,3,7,1294,436,10,6,15,yes,yes,yes,0
1851,no,2.9,no,0,no,53,0.7,112,six,2,174,1175,2678,6,0,8,yes,no,no,2
1166,yes,0.5,no,7,no,59,0.5,80,one,11,437,638,3887,8,6,7,yes,no,yes,3
1776,yes,2.1,yes,10,no,35,0.1,172,four,16,278,623,1813,16,13,20,yes,yes,yes,1
1254,yes,1.2,no,2,yes,27,0.2,134,two,10,1288,1372,817,14,1,16,yes,yes,yes,0
1494,no,1.6,yes,4,yes,24,0.2,101,one,17,979,1190,3614,15,12,9,yes,no,no,3
984,yes,2.2,yes,0,yes,39,0.5,119,,18,56,1931,2013,11,7,16,yes,yes,no,1
1179,yes,0.8,no,1,no,5,0.9,154,five,17,913,1429,543,8,7,18,no,no,yes,0
513,no,1.9,no,8,no,27,0.4,174,,13,282,710,3400,16,6,13,no,yes,yes,2
557,no,0.5,yes,3,no,17,0.2,89,six,4,322,710,2623,17,16,16,no,no,no,1
744,no,1.7,yes,0,yes,33,0.5,105,four,2,1252,1963,2700,9,3,19,yes,no,no,2
1129,yes,0.8,yes,9,yes,21,0.6,116,two,10,1128,1702,1400,11,0,13,yes,yes,no,1
1148,no,2.3,yes,0,yes,58,0.3,170,five,20,606,688,3127,10,7,11,yes,no,no,2
1793,no,2.7,no,12,yes,44,0.7,175,five,17,655,1459,2803,19,9,6,yes,yes,yes,3
1310,no,2.3,yes,3,no,15,0.2,150,five,11,954,970,2518,18,17,5,no,yes,yes,2
1604,no,1.2,no,1,no,6,0.5,191,six,15,68,,3564,7,2,2,yes,yes,no,3
1676,no,1.6,no,2,no,37,0.2,145,one,3,134,1197,2515,14,8,4,yes,no,yes,2
1001,no,2.8,yes,1,no,40,0.2,117,three,7,922,1836,3654,13,9,10,yes,yes,yes,3
1086,no,2.7,no,0,yes,24,0.1,135,,19,1874,1976,3930,17,1,18,yes,yes,yes,3
1986,yes,0.5,yes,7,yes,39,0.1,89,seven,19,251,599,3476,11,8,17,yes,yes,no,3
634,yes,0.8,no,5,no,41,0.2,192,one,12,1362,1853,3242,18,11,4,yes,no,yes,3
502,no,0.8,no,7,no,52,1,82,six,8,281,1159,2666,5,4,20,yes,yes,no,2
1641,no,1.1,no,6,no,48,0.7,97,,7,224,1994,1695,13,6,17,yes,no,yes,2
